ages,list_price,num_reviews,piece_count,play_star_rating,prod_id,review_difficulty,theme_name,val_star_rating,country
6-12,29.99,2.0,277.0,4.0,75823.0,Average,Angry Birds™,4.0,US
6-12,19.99,2.0,168.0,4.0,75822.0,Easy,Angry Birds™,4.0,US
6-12,12.99,11.0,74.0,4.3,75821.0,Easy,Angry Birds™,4.1,US
12+,99.99,23.0,1032.0,3.6,21030.0,Average,Architecture,4.3,US
12+,79.99,14.0,744.0,3.2,21035.0,Challenging,Architecture,4.1,US
12+,59.99,7.0,597.0,3.7,21039.0,Average,Architecture,4.4,US
12+,59.99,37.0,598.0,3.7,21028.0,Average,Architecture,4.1,US
12+,49.99,24.0,780.0,4.4,21029.0,Average,Architecture,4.3,US
12+,39.99,23.0,468.0,3.6,21034.0,Average,Architecture,4.1,US
12+,39.99,11.0,444.0,3.6,21033.0,Average,Architecture,4.5,US
12+,39.99,14.0,386.0,4.1,21036.0,Average,Architecture,3.6,US
12+,34.99,53.0,321.0,3.2,21019.0,Average,Architecture,4.4,US
12+,29.99,7.0,361.0,4.2,21032.0,Easy,Architecture,4.2,US
7-12,159.99,63.0,847.0,3.8,17101.0,Average,BOOST,3.5,US
10+,29.99,13.0,708.0,4.7,41597.0,Average,BrickHeadz,4.8,US
10+,19.99,1.0,234.0,3.0,41614.0,Easy,BrickHeadz,5.0,US
10+,19.99,1.0,160.0,5.0,41613.0,Very Easy,BrickHeadz,5.0,US
10+,9.99,1.0,149.0,2.0,41609.0,Very Easy,BrickHeadz,4.0,US
10+,9.99,1.0,141.0,2.0,41608.0,Very Easy,BrickHeadz,4.0,US
10+,9.99,3.0,101.0,4.0,41604.0,Average,BrickHeadz,4.5,US
10+,9.99,2.0,105.0,3.0,41605.0,Easy,BrickHeadz,5.0,US
10+,9.99,1.0,113.0,5.0,41606.0,Easy,BrickHeadz,5.0,US
10+,9.99,1.0,136.0,,41607.0,,BrickHeadz,,US
10+,9.99,2.0,91.0,3.0,41485.0,Easy,BrickHeadz,4.0,US
10+,9.99,7.0,140.0,3.2,40270.0,Easy,BrickHeadz,4.7,US
10+,9.99,5.0,143.0,4.6,41599.0,Easy,BrickHeadz,5.0,US
10+,9.99,3.0,122.0,2.7,41598.0,Very Easy,BrickHeadz,3.0,US
10+,9.99,5.0,130.0,4.3,41603.0,Easy,BrickHeadz,4.8,US
10+,9.99,3.0,119.0,4.5,41602.0,Easy,BrickHeadz,4.5,US
10+,9.99,1.0,135.0,1.0,41600.0,Very Easy,BrickHeadz,3.0,US
10+,9.99,2.0,108.0,3.5,41601.0,Easy,BrickHeadz,4.0,US
10+,19.99,1.0,240.0,3.0,41611.0,Easy,BrickHeadz,5.0,US
10+,19.99,,209.0,,41610.0,,BrickHeadz,,US
10+,9.99,4.0,126.0,2.0,40271.0,Easy,BrickHeadz,4.5,US
10+,9.99,7.0,102.0,4.0,41487.0,Easy,BrickHeadz,4.7,US
10+,9.99,5.0,89.0,3.2,41488.0,Very Easy,BrickHeadz,4.0,US
10+,9.99,6.0,118.0,3.3,41594.0,Very Easy,BrickHeadz,4.7,US
10+,9.99,3.0,127.0,3.5,41486.0,Very Easy,BrickHeadz,4.7,US
10+,9.99,11.0,91.0,3.8,41585.0,Very Easy,BrickHeadz,4.7,US
10+,9.99,8.0,96.0,4.0,41590.0,Easy,BrickHeadz,4.4,US
10+,9.99,9.0,109.0,3.6,41593.0,Easy,BrickHeadz,4.6,US
10+,9.99,8.0,93.0,3.9,41592.0,Easy,BrickHeadz,4.1,US
10+,9.99,10.0,139.0,4.2,41595.0,Easy,BrickHeadz,4.7,US
10+,9.99,2.0,116.0,5.0,41596.0,Average,BrickHeadz,5.0,US
10+,9.99,12.0,151.0,3.3,41588.0,Easy,BrickHeadz,4.7,US
10+,9.99,4.0,143.0,3.5,41591.0,Easy,BrickHeadz,4.8,US
10+,9.99,10.0,101.0,4.3,41587.0,Very Easy,BrickHeadz,4.9,US
10+,9.99,9.0,99.0,3.5,41586.0,Easy,BrickHeadz,4.6,US
5-12,49.99,,387.0,,60175.0,,City,,US
6-12,199.99,35.0,888.0,4.7,60052.0,Average,City,3.8,US
6-12,149.99,45.0,610.0,4.4,60051.0,Average,City,4.0,US
8-12,149.99,1.0,1250.0,5.0,60162.0,Average,City,4.0,US
6-12,119.99,3.0,792.0,3.3,60167.0,Average,City,3.3,US
8-12,119.99,6.0,813.0,4.5,60161.0,Average,City,4.0,US
6-12,99.99,10.0,894.0,4.2,60141.0,Easy,City,4.0,US
7-12,99.99,1.0,883.0,5.0,60188.0,,City,5.0,US
6-12,99.99,16.0,919.0,4.5,60110.0,Average,City,4.6,US
6-12,89.99,8.0,663.0,4.4,60174.0,Average,City,4.0,US
6-12,79.99,4.0,740.0,5.0,60169.0,Average,City,4.3,US
5-12,69.99,9.0,561.0,3.9,60140.0,Easy,City,3.6,US
7-12,59.99,3.0,426.0,4.7,60160.0,Average,City,4.7,US
5-12,59.99,2.0,303.0,4.5,60173.0,Average,City,2.5,US
6-12,59.99,8.0,415.0,4.4,60166.0,Challenging,City,4.0,US
6-12,49.99,10.0,374.0,3.9,60139.0,Easy,City,3.3,US
5-12,49.99,16.0,337.0,3.6,60154.0,Easy,City,2.7,US
5-12,49.99,1.0,294.0,4.0,60186.0,Average,City,4.0,US
5-12,39.99,10.0,169.0,4.3,60153.0,Very Easy,City,3.6,US
5-12,39.99,14.0,294.0,4.2,60138.0,Average,City,4.1,US
5-12,39.99,2.0,347.0,4.5,60165.0,Very Easy,City,5.0,US
5-12,39.99,,297.0,,60172.0,,City,,US
6-12,39.99,5.0,378.0,4.8,60159.0,Easy,City,4.6,US
5-12,39.99,8.0,257.0,4.2,60108.0,Average,City,3.8,US
5-12,29.99,7.0,344.0,5.0,60182.0,Easy,City,5.0,US
5-12,29.99,7.0,310.0,4.4,60183.0,Easy,City,4.7,US
5-12,24.99,11.0,214.0,4.5,60107.0,Easy,City,4.1,US
6-12,19.99,4.0,192.0,5.0,60180.0,Average,City,5.0,US
5-12,19.99,35.0,249.0,4.6,60150.0,Easy,City,4.8,US
5-12,19.99,89.0,24.0,2.9,7499.0,Easy,City,2.2,US
5-12,19.99,12.0,239.0,4.7,60148.0,Easy,City,4.6,US
5-12,19.99,6.0,190.0,4.2,60179.0,Easy,City,4.7,US
5-12,19.99,7.0,174.0,4.3,60181.0,Easy,City,4.2,US
5-12,19.99,8.0,144.0,4.4,60137.0,Easy,City,4.0,US
5-12,19.99,1.0,126.0,5.0,60176.0,Easy,City,4.0,US
5-12,19.99,1.0,127.0,5.0,60185.0,Easy,City,5.0,US
4-7,19.99,,115.0,,10751.0,,Juniors,,US
5-12,19.99,3.0,141.0,4.3,60164.0,Easy,City,4.7,US
6-12,19.99,5.0,201.0,4.3,60158.0,Average,City,3.8,US
5-12,15.99,47.0,8.0,4.2,7895.0,Very Easy,City,3.6,US
5-12,14.99,85.0,2.0,4.1,7280.0,Very Easy,City,2.3,US
5-12,14.99,40.0,2.0,4.1,7281.0,Very Easy,City,2.8,US
5-12,9.99,2.0,87.0,4.5,60177.0,Easy,City,5.0,US
5-12,9.99,12.0,88.0,4.5,60157.0,Easy,City,4.6,US
4-7,9.99,,73.0,,10750.0,,Juniors,,US
5-12,9.99,4.0,76.0,4.8,60163.0,Very Easy,City,4.5,US
5-12,9.99,2.0,88.0,,60171.0,,City,,US
5-12,9.99,2.0,82.0,4.5,60184.0,Very Easy,City,4.0,US
5-12,9.99,1.0,78.0,4.0,60178.0,Easy,City,4.0,US
5-12,6.99,2.0,37.0,4.5,60170.0,Very Easy,City,5.0,US
5-12,6.99,5.0,53.0,3.8,60156.0,Easy,City,4.2,US
5-12,39.99,30.0,157.0,4.7,60134.0,Very Easy,City,4.0,US
8-12,149.99,5.0,1277.0,5.0,60125.0,Average,City,4.2,US
8-12,119.99,9.0,824.0,5.0,60124.0,Average,City,4.6,US
6-12,79.99,2.0,412.0,4.5,60109.0,Easy,City,4.0,US
5-12,49.99,2.0,403.0,4.5,60143.0,,City,3.5,US
5-12,49.99,5.0,200.0,3.8,60129.0,Easy,City,2.0,US
7-12,49.99,3.0,330.0,4.7,60123.0,Easy,City,4.0,US
6-12,39.99,4.0,324.0,5.0,60122.0,Average,City,4.5,US
6-12,29.99,14.0,301.0,4.0,60119.0,Easy,City,4.2,US
5-12,29.99,,195.0,,60168.0,,City,,US
5-12,29.99,8.0,248.0,3.4,60155.0,Easy,City,3.5,US
5-12,24.99,13.0,157.0,4.4,60101.0,Easy,City,4.2,US
5-12,24.99,6.0,175.0,4.8,60121.0,Easy,City,4.4,US
5-12,19.99,35.0,250.0,4.5,60117.0,Easy,City,4.6,US
5-12,19.99,7.0,138.0,4.7,60142.0,Easy,City,4.1,US
5-12,9.99,8.0,80.0,4.1,60136.0,Easy,City,4.3,US
5-12,9.99,8.0,91.0,4.3,60146.0,Easy,City,4.4,US
5-12,9.99,7.0,81.0,4.9,60145.0,Very Easy,City,4.9,US
5-12,9.99,7.0,83.0,4.7,60120.0,Easy,City,4.3,US
5-12,9.99,10.0,81.0,4.4,60100.0,Very Easy,City,5.0,US
5-12,9.99,11.0,90.0,3.9,60106.0,Easy,City,4.1,US
5-12,6.99,5.0,47.0,4.3,60135.0,Very Easy,City,4.6,US
4-99,59.99,4.0,790.0,5.0,10698.0,Easy,Classic,5.0,US
4-99,34.99,11.0,484.0,4.6,10696.0,Easy,Classic,4.7,US
4-99,19.99,2.0,213.0,5.0,10713.0,Very Easy,Classic,5.0,US
4-99,19.99,8.0,303.0,4.8,10693.0,Easy,Classic,4.9,US
4-99,16.99,7.0,221.0,4.3,10692.0,Easy,Classic,4.3,US
4-99,14.99,24.0,1.0,4.3,10701.0,Very Easy,Classic,3.5,US
4-99,7.99,6.0,1.0,4.7,10714.0,Very Easy,Classic,4.3,US
4-99,7.99,46.0,1.0,3.2,10700.0,Very Easy,Classic,2.5,US
4-99,4.99,8.0,78.0,4.6,10706.0,Very Easy,Classic,5.0,US
4-99,4.99,5.0,66.0,4.5,10708.0,Easy,Classic,4.5,US
4-99,4.99,4.0,55.0,4.3,10707.0,Average,Classic,4.3,US
4-99,4.99,3.0,60.0,2.7,10709.0,Easy,Classic,5.0,US
4+,2.49,180.0,1.0,4.0,630.0,Very Easy,Classic,4.6,US
4-99,19.99,6.0,303.0,4.3,10694.0,Easy,Classic,4.3,US
4-99,7.99,24.0,1.0,3.9,10699.0,Very Easy,Classic,2.9,US
8-12,69.99,11.0,728.0,3.2,31069.0,Average,Creator 3-in-1,3.2,US
9-12,59.99,14.0,670.0,4.2,31070.0,Average,Creator 3-in-1,4.3,US
8-12,39.99,4.0,422.0,4.0,31081.0,Average,Creator 3-in-1,4.3,US
8-12,34.99,5.0,379.0,4.0,31079.0,Easy,Creator 3-in-1,4.2,US
7-12,34.99,2.0,374.0,4.0,31080.0,Easy,Creator 3-in-1,4.0,US
7-12,29.99,12.0,285.0,4.3,31066.0,Easy,Creator 3-in-1,4.4,US
8-12,29.99,10.0,386.0,3.2,31068.0,Average,Creator 3-in-1,3.9,US
7-12,29.99,8.0,356.0,4.0,31067.0,Average,Creator 3-in-1,4.9,US
7-12,19.99,9.0,205.0,4.5,31062.0,Average,Creator 3-in-1,4.3,US
7-12,19.99,2.0,241.0,4.5,31074.0,Easy,Creator 3-in-1,5.0,US
7-12,19.99,1.0,200.0,5.0,31076.0,Average,Creator 3-in-1,5.0,US
7-12,19.99,1.0,225.0,5.0,31075.0,Easy,Creator 3-in-1,4.0,US
7-12,14.99,27.0,174.0,4.5,31058.0,Easy,Creator 3-in-1,4.7,US
7-12,14.99,5.0,223.0,4.7,31073.0,Easy,Creator 3-in-1,5.0,US
6-12,9.99,6.0,122.0,4.5,31056.0,Easy,Creator 3-in-1,4.7,US
6-12,9.99,1.0,102.0,4.0,31057.0,Easy,Creator 3-in-1,4.0,US
6-12,9.99,1.0,109.0,5.0,31071.0,Average,Creator 3-in-1,5.0,US
6-12,9.99,,109.0,,31072.0,,Creator 3-in-1,,US
7-12,19.99,8.0,222.0,4.3,31046.0,Average,Creator 3-in-1,4.5,US
8-12,19.99,1.0,194.0,5.0,31059.0,Average,Creator 3-in-1,5.0,US
8-12,59.99,15.0,528.0,4.7,31051.0,Average,Creator 3-in-1,4.3,US
7-12,29.99,2.0,359.0,5.0,31064.0,Average,Creator 3-in-1,4.5,US
7-12,29.99,9.0,286.0,4.5,31035.0,Easy,Creator 3-in-1,4.1,US
7-12,29.99,5.0,275.0,4.0,31063.0,Average,Creator 3-in-1,3.4,US
8-12,29.99,4.0,326.0,4.8,31049.0,Average,Creator 3-in-1,4.8,US
7-12,19.99,7.0,230.0,4.8,31047.0,Average,Creator 3-in-1,4.7,US
7-12,19.99,,246.0,,31060.0,,Creator 3-in-1,,US
6-12,9.99,2.0,124.0,4.0,31043.0,Easy,Creator 3-in-1,4.5,US
6-12,9.99,4.0,132.0,4.0,31029.0,Average,Creator 3-in-1,4.8,US
16+,369.99,43.0,5923.0,3.9,10256.0,Challenging,Creator Expert,4.5,US
16+,169.99,62.0,2480.0,4.4,10260.0,Challenging,Creator Expert,4.3,US
12+,79.99,51.0,902.0,3.8,10259.0,Average,Creator Expert,3.4,US
16+,279.99,99.0,4002.0,4.7,10255.0,Challenging,Creator Expert,4.5,US
16+,249.99,64.0,4163.0,3.7,10253.0,Challenging,Creator Expert,4.6,US
16+,239.99,228.0,4295.0,4.2,10214.0,Challenging,Creator Expert,4.6,US
16+,199.99,53.0,2670.0,4.2,10257.0,Challenging,Creator Expert,4.2,US
16+,199.99,91.0,2464.0,4.9,10247.0,Challenging,Creator Expert,4.7,US
16+,169.99,115.0,2382.0,4.5,10251.0,Challenging,Creator Expert,4.2,US
16+,159.99,202.0,2469.0,4.7,10243.0,Challenging,Creator Expert,4.7,US
16+,159.99,177.0,2262.0,4.4,10246.0,Challenging,Creator Expert,4.4,US
16+,139.99,53.0,1686.0,4.1,10258.0,Average,Creator Expert,4.3,US
16+,119.99,337.0,1334.0,4.3,10220.0,Challenging,Creator Expert,4.5,US
16+,99.99,66.0,1167.0,4.5,10252.0,Average,Creator Expert,4.7,US
16+,99.99,134.0,1077.0,4.4,10242.0,Average,Creator Expert,4.5,US
12+,99.99,77.0,734.0,4.3,10254.0,Average,Creator Expert,4.1,US
14+,269.99,19.0,3444.0,4.9,70922.0,Challenging,THE LEGO® BATMAN MOVIE,4.9,US
9-14,129.99,13.0,955.0,4.1,76087.0,Average,DC Comics™ Super Heroes,3.0,US
7-14,89.99,6.0,267.0,4.7,71171.0,Average,DIMENSIONS™,4.0,US
8-14,79.99,9.0,643.0,4.4,70923.0,Average,THE LEGO® BATMAN MOVIE,3.5,US
7-14,49.99,6.0,622.0,5.0,76086.0,Average,DC Comics™ Super Heroes,4.8,US
7-14,49.99,5.0,425.0,3.2,70921.0,Average,THE LEGO® BATMAN MOVIE,2.6,US
7-14,39.99,5.0,406.0,5.0,76097.0,Average,DC Comics™ Super Heroes,4.8,US
6-12,29.99,6.0,271.0,4.5,76098.0,Easy,DC Comics™ Super Heroes,4.5,US
7-14,29.99,5.0,267.0,3.6,70919.0,Easy,THE LEGO® BATMAN MOVIE,3.4,US
7-14,29.99,11.0,293.0,4.9,70920.0,Average,THE LEGO® BATMAN MOVIE,4.6,US
4-7,24.99,1.0,151.0,5.0,10753.0,Easy,Juniors,5.0,US
7-14,19.99,2.0,198.0,4.0,70918.0,,THE LEGO® BATMAN MOVIE,4.0,US
6-12,19.99,9.0,197.0,3.9,76085.0,Easy,DC Comics™ Super Heroes,3.9,US
6-12,19.99,1.0,199.0,5.0,76096.0,Average,DC Comics™ Super Heroes,5.0,US
10+,9.99,5.0,143.0,4.6,41599.0,Easy,BrickHeadz,5.0,US
10+,9.99,3.0,122.0,2.7,41598.0,Very Easy,BrickHeadz,3.0,US
10+,9.99,1.0,135.0,1.0,41600.0,Very Easy,BrickHeadz,3.0,US
10+,9.99,2.0,108.0,3.5,41601.0,Easy,BrickHeadz,4.0,US
10+,19.99,,209.0,,41610.0,,BrickHeadz,,US
8-12,79.99,7.0,712.0,3.7,41232.0,Average,DC Super Hero Girls,3.6,US
7-12,24.99,4.0,206.0,5.0,41230.0,Easy,DC Super Hero Girls,4.3,US
7-12,29.99,2.0,217.0,5.0,41231.0,Average,DC Super Hero Girls,4.5,US
7-12,14.99,2.0,145.0,4.5,41233.0,Average,DC Super Hero Girls,5.0,US
14+,269.99,47.0,2526.0,4.5,76052.0,Average,DC Comics™ Super Heroes,4.2,US
9-12,99.99,,1078.0,,41239.0,,DC Super Hero Girls,,US
8-14,79.99,11.0,759.0,4.2,76055.0,Average,DC Comics™ Super Heroes,3.9,US
7-14,59.99,9.0,563.0,4.7,76054.0,Easy,DC Comics™ Super Heroes,4.4,US
7-12,59.99,,432.0,,41238.0,,DC Super Hero Girls,,US
7-12,44.99,1.0,351.0,5.0,41237.0,Average,DC Super Hero Girls,5.0,US
7-14,29.99,18.0,306.0,4.5,76045.0,Average,DC Comics™ Super Heroes,4.3,US
6-12,29.99,7.0,286.0,5.0,76075.0,Easy,DC Comics™ Super Heroes,4.8,US
6-12,29.99,8.0,257.0,4.5,76056.0,Average,DC Comics™ Super Heroes,3.9,US
6-12,19.99,32.0,174.0,4.6,76025.0,Easy,DC Comics™ Super Heroes,4.7,US
7-12,14.99,2.0,142.0,4.5,41234.0,Average,DC Super Hero Girls,3.5,US
6-12,12.99,30.0,91.0,4.3,76044.0,Easy,DC Comics™ Super Heroes,4.4,US
10+,9.99,11.0,91.0,3.8,41585.0,Very Easy,BrickHeadz,4.7,US
5-12,9.99,3.0,93.0,4.7,76068.0,Easy,DC Comics™ Super Heroes,5.0,US
10+,9.99,12.0,151.0,3.3,41588.0,Easy,BrickHeadz,4.7,US
10+,9.99,10.0,101.0,4.3,41587.0,Very Easy,BrickHeadz,4.9,US
5-12,9.99,1.0,83.0,5.0,76069.0,Easy,DC Comics™ Super Heroes,5.0,US
5-12,9.99,2.0,85.0,5.0,76070.0,Easy,DC Comics™ Super Heroes,5.0,US
10+,9.99,9.0,99.0,3.5,41586.0,Easy,BrickHeadz,4.6,US
8-12,79.99,7.0,712.0,3.7,41232.0,Average,DC Super Hero Girls,3.6,US
7-12,24.99,4.0,206.0,5.0,41230.0,Easy,DC Super Hero Girls,4.3,US
7-12,29.99,2.0,217.0,5.0,41231.0,Average,DC Super Hero Girls,4.5,US
7-12,14.99,2.0,145.0,4.5,41233.0,Average,DC Super Hero Girls,5.0,US
9-12,99.99,,1078.0,,41239.0,,DC Super Hero Girls,,US
7-12,59.99,,432.0,,41238.0,,DC Super Hero Girls,,US
7-12,44.99,1.0,351.0,5.0,41237.0,Average,DC Super Hero Girls,5.0,US
7-12,14.99,2.0,142.0,4.5,41234.0,Average,DC Super Hero Girls,3.5,US
7-14,14.99,,56.0,,71287.0,,DIMENSIONS™,,US
7-14,89.99,6.0,267.0,4.7,71171.0,Average,DIMENSIONS™,4.0,US
7-14,14.99,1.0,56.0,4.0,71343.0,Easy,DIMENSIONS™,5.0,US
7-14,24.99,,93.0,,71346.0,,DIMENSIONS™,,US
7-14,14.99,1.0,56.0,5.0,71349.0,Easy,DIMENSIONS™,5.0,US
7-14,24.99,2.0,105.0,3.5,71255.0,Easy,DIMENSIONS™,3.5,US
7-14,49.99,5.0,259.0,4.8,71242.0,Average,DIMENSIONS™,3.6,US
7-14,44.99,2.0,156.0,4.5,71264.0,Easy,DIMENSIONS™,3.5,US
7-14,29.99,2.0,118.0,5.0,71267.0,Average,DIMENSIONS™,5.0,US
7-14,29.99,6.0,76.0,4.2,71248.0,Easy,DIMENSIONS™,3.4,US
7-14,24.99,2.0,92.0,4.0,71229.0,Easy,DIMENSIONS™,3.5,US
7-14,24.99,11.0,96.0,3.4,71235.0,Average,DIMENSIONS™,3.7,US
7-14,14.99,1.0,64.0,5.0,71348.0,Very Easy,DIMENSIONS™,5.0,US
7-14,14.99,2.0,46.0,5.0,71266.0,Average,DIMENSIONS™,5.0,US
7-14,11.99,7.0,40.0,4.5,71238.0,Easy,DIMENSIONS™,4.3,US
7-14,11.99,3.0,39.0,4.0,71218.0,Easy,DIMENSIONS™,3.7,US
7-14,11.99,4.0,59.0,4.0,71232.0,Average,DIMENSIONS™,3.0,US
16+,349.99,171.0,4080.0,4.5,71040.0,Challenging,Disney™,4.5,US
14+,199.99,52.0,2294.0,3.3,71042.0,Average,Disney™,4.3,US
6-12,79.99,5.0,701.0,4.0,41148.0,Average,Disney™,3.8,US
6-12,69.99,3.0,585.0,4.3,41154.0,Challenging,Disney™,3.3,US
6-12,49.99,3.0,380.0,4.3,41153.0,Average,Disney™,3.3,US
6-12,39.99,3.0,307.0,4.7,41150.0,Easy,Disney™,4.7,US
6-12,39.99,3.0,322.0,4.7,41152.0,Easy,Disney™,4.3,US
6-12,39.99,4.0,350.0,4.3,41146.0,Average,Disney™,4.3,US
4-7,34.99,2.0,191.0,5.0,10744.0,Average,Juniors,4.5,US
5-12,29.99,2.0,222.0,5.0,41145.0,Average,Disney™,4.5,US
4-7,24.99,3.0,94.0,4.7,10736.0,Average,Juniors,4.7,US
4-7,19.99,2.0,116.0,5.0,10743.0,Easy,Juniors,5.0,US
4-7,19.99,2.0,95.0,2.5,10742.0,Easy,Juniors,3.0,US
5-12,19.99,,125.0,,41155.0,,Disney™,,US
5-12,14.99,1.0,104.0,5.0,41151.0,Average,Disney™,5.0,US
4-7,9.99,8.0,47.0,3.9,10730.0,Very Easy,Juniors,3.9,US
4-7,9.99,3.0,62.0,4.3,10733.0,Easy,Juniors,5.0,US
6+,9.99,1.0,115.0,4.0,40307.0,Easy,Disney™,4.0,US
6+,9.99,1.0,80.0,5.0,40388.0,Easy,Disney™,5.0,US
4-7,9.99,1.0,75.0,5.0,10732.0,,Juniors,5.0,US
4-7,9.99,3.0,59.0,4.3,10731.0,Easy,Juniors,4.3,US
10+,9.99,6.0,118.0,3.3,41594.0,Very Easy,BrickHeadz,4.7,US
5-12,29.99,11.0,174.0,4.3,41066.0,Easy,Disney™,3.8,US
5-12,24.99,2.0,205.0,5.0,41149.0,Challenging,Disney™,4.5,US
5-12,19.99,1.0,186.0,5.0,41142.0,Very Easy,Disney™,5.0,US
5-12,19.99,2.0,153.0,5.0,41147.0,Easy,Disney™,5.0,US
10+,9.99,9.0,109.0,3.6,41593.0,Easy,BrickHeadz,4.6,US
10+,9.99,10.0,139.0,4.2,41595.0,Easy,BrickHeadz,4.7,US
10+,9.99,2.0,116.0,5.0,41596.0,Average,BrickHeadz,5.0,US
5-12,9.99,,75.0,,41144.0,,Disney™,,US
5-12,5.99,,61.0,,41143.0,,Disney™,,US
2-5,29.99,,22.0,,10880.0,,DUPLO®,,US
2-5,19.99,1.0,24.0,,10879.0,,DUPLO®,,US
2-5,109.99,22.0,134.0,4.6,10508.0,Average,DUPLO®,3.7,US
2-5,99.99,8.0,163.0,4.9,10805.0,Easy,DUPLO®,4.8,US
2-5,79.99,1.0,106.0,4.0,10840.0,Easy,DUPLO®,4.0,US
2-5,59.99,,104.0,,10869.0,,DUPLO®,,US
2-5,59.99,,98.0,,10836.0,,DUPLO®,,US
2-5,49.99,1.0,67.0,5.0,10813.0,Average,DUPLO®,5.0,US
2-5,49.99,,71.0,,10864.0,,DUPLO®,,US
2-5,44.99,11.0,52.0,4.9,10507.0,Easy,DUPLO®,4.4,US
2-5,39.99,,69.0,,10835.0,,DUPLO®,,US
2-5,39.99,,70.0,,10844.0,,DUPLO®,,US
2-5,39.99,,61.0,,10841.0,,DUPLO®,,US
2-5,39.99,3.0,28.0,5.0,10846.0,Easy,DUPLO®,4.5,US
2-5,34.99,3.0,48.0,5.0,10827.0,Very Easy,DUPLO®,5.0,US
2-5,29.99,2.0,57.0,5.0,10834.0,Average,DUPLO®,5.0,US
2-5,29.99,3.0,28.0,4.3,10823.0,Average,DUPLO®,3.3,US
2-5,29.99,1.0,31.0,5.0,10857.0,Easy,DUPLO®,4.0,US
2-5,29.99,5.0,45.0,4.5,10837.0,Easy,DUPLO®,3.8,US
2-5,29.99,,38.0,,10876.0,,DUPLO®,,US
1½-3,29.99,,34.0,,10863.0,,DUPLO®,,US
2-5,29.99,1.0,37.0,5.0,10878.0,Very Easy,DUPLO®,5.0,US
2-5,29.99,,59.0,,10868.0,,DUPLO®,,US
1½-5,29.99,,70.0,,10865.0,,DUPLO®,,US
1½-5,29.99,4.0,65.0,4.8,10572.0,Very Easy,DUPLO®,4.0,US
2-5,24.99,2.0,26.0,5.0,10592.0,Very Easy,DUPLO®,5.0,US
2-5,24.99,4.0,24.0,5.0,10597.0,Easy,DUPLO®,4.7,US
2-5,24.99,,32.0,,10839.0,,DUPLO®,,US
1½-3,24.99,6.0,24.0,2.2,10845.0,Average,DUPLO®,3.2,US
2-5,24.99,,29.0,,10871.0,,DUPLO®,,US
2-5,19.99,2.0,39.0,5.0,10833.0,Average,DUPLO®,5.0,US
1½-3,19.99,5.0,23.0,5.0,10847.0,Easy,DUPLO®,4.8,US
1½-5,19.99,6.0,36.0,4.8,10816.0,Easy,DUPLO®,4.7,US
2-5,19.99,2.0,26.0,5.0,10812.0,Average,DUPLO®,5.0,US
2-5,19.99,1.0,23.0,5.0,10856.0,Easy,DUPLO®,5.0,US
2-5,19.99,,26.0,,10867.0,,DUPLO®,,US
2-5,19.99,1.0,19.0,3.0,10877.0,,DUPLO®,4.0,US
1½-3,19.99,,28.0,,10861.0,,DUPLO®,,US
2-5,14.99,,15.0,,10843.0,,DUPLO®,,US
2-5,14.99,,19.0,,10832.0,,DUPLO®,,US
2-5,14.99,1.0,15.0,3.0,10809.0,Easy,DUPLO®,3.0,US
1½-3,14.99,,41.0,,10862.0,,DUPLO®,,US
1½-5,14.99,15.0,1.0,4.4,2304.0,Easy,DUPLO®,3.3,US
2-5,9.99,2.0,15.0,5.0,10838.0,Very Easy,DUPLO®,5.0,US
2-5,9.99,,16.0,,10870.0,,DUPLO®,,US
1½-3,9.99,,18.0,,10858.0,,DUPLO®,,US
1½-3,4.99,,6.0,,10851.0,,DUPLO®,,US
1½-3,4.99,,6.0,,10859.0,,DUPLO®,,US
1½-3,4.99,,6.0,,10860.0,,DUPLO®,,US
2-5,29.99,1.0,28.0,5.0,10608.0,Average,DUPLO®,5.0,US
2-5,14.99,3.0,13.0,3.0,10607.0,Easy,DUPLO®,2.5,US
2-5,59.99,2.0,110.0,3.0,10820.0,Very Easy,DUPLO®,4.0,US
2-5,49.99,2.0,86.0,4.5,10804.0,Easy,DUPLO®,4.0,US
2-5,34.99,,56.0,,10855.0,,DUPLO®,,US
2-5,29.99,,39.0,,10606.0,,DUPLO®,,US
2-5,29.99,2.0,30.0,5.0,10822.0,Very Easy,DUPLO®,4.5,US
1½-5,29.99,,70.0,,10817.0,,DUPLO®,,US
2-5,24.99,,30.0,,10828.0,,DUPLO®,,US
2-5,19.99,3.0,29.0,5.0,10590.0,Easy,DUPLO®,4.7,US
1½-5,19.99,3.0,25.0,4.7,10616.0,Easy,DUPLO®,4.7,US
1½-5,19.99,,29.0,,10818.0,,DUPLO®,,US
1½-5,14.99,3.0,12.0,5.0,10615.0,Very Easy,DUPLO®,4.7,US
2-5,9.99,4.0,13.0,4.3,10801.0,Easy,DUPLO®,4.3,US
2-5,9.99,1.0,13.0,5.0,10808.0,Very Easy,DUPLO®,5.0,US
1½-5,9.99,,19.0,,10831.0,,DUPLO®,,US
1½-3,4.99,,10.0,,10849.0,,DUPLO®,,US
1½-3,4.99,2.0,7.0,4.5,10852.0,Very Easy,DUPLO®,5.0,US
1½-3,4.99,2.0,8.0,4.5,10850.0,Easy,DUPLO®,5.0,US
8-12,69.99,1.0,695.0,,41188.0,,Elves,,US
